File_accession	File_format	File_type	File_format_type	Output_type	File_assembly	Experiment_accession	Assay	Donor(s)	Biosample_term_id	Biosample_term_name	Biosample_type	Biosample_organism	Biosample_treatments	Biosample_treatments_amount	Biosample_treatments_duration	Biosample_genetic_modifications_methods	Biosample_genetic_modifications_categories	Biosample_genetic_modifications_targets	Biosample_genetic_modifications_gene_targets	Biosample_genetic_modifications_site_coordinates	Biosample_genetic_modifications_zygosity	Experiment_target	Library_made_from	Library_depleted_in	Library_extraction_method	Library_lysis_method	Library_crosslinking_method	Library_strand_specific	Experiment_date_released	Project	RBNS_protein_concentration	Library_fragmentation_method	Library_size_range	Biological_replicate(s)	Technical_replicate(s)	Read_length	Mapped_read_length	Run_type	Paired_end	Paired_with	Index_of	Derived_from	Size	Lab	md5sum	dbxrefs	File_download_URL	Genome_annotation	Platform	Controlled_by	File_Status	s3_uri	Azure_URL	File_analysis_title	File_analysis_status	Audit_WARNING	Audit_NOT_COMPLIANT	Audit_ERROR
ENCFF303ZCH	bam	bam		alignments	GRCh38	ENCSR517ZYR	Control_ChIP-seq	/human-donors/ENCDO451RUA/	UBERON:0001159	sigmoid_colon	tissue	Homo_sapiens											DNA						2016-05-18	ENCODE			450-650	1	1_1		101					/files/ENCFF643CGH/,_/files/ENCFF014WAY/,_/files/ENCFF206EQF/	3796987465	ENCODE_Processing_Pipeline	3d6d361f5e2442a740ee65037f7197c4		https://www.encodeproject.org/files/ENCFF303ZCH/@@download/ENCFF303ZCH.bam				released	s3://encode-public/2016/05/06/d8ae06d8-ae2e-4567-8a0e-7dda084d29da/ENCFF303ZCH.bam	https://datasetencode.blob.core.windows.net/dataset/2016/05/06/d8ae06d8-ae2e-4567-8a0e-7dda084d29da/ENCFF303ZCH.bam?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE3_GRCh38	archived			
ENCFF439DTF	bam	bam		unfiltered_alignments	hg19	ENCSR517ZYR	Control_ChIP-seq	/human-donors/ENCDO451RUA/	UBERON:0001159	sigmoid_colon	tissue	Homo_sapiens											DNA						2016-05-18	ENCODE			450-650	1	1_1		101					/files/ENCFF807MUK/,_/files/ENCFF014WAY/,_/files/ENCFF206EQF/	4548105164	ENCODE_Processing_Pipeline	7eae191996b93da10208ef88930e26a3		https://www.encodeproject.org/files/ENCFF439DTF/@@download/ENCFF439DTF.bam				released	s3://encode-public/2016/12/06/c7e6f7e5-25c8-4028-adce-5aeb01addc27/ENCFF439DTF.bam	https://datasetencode.blob.core.windows.net/dataset/2016/12/06/c7e6f7e5-25c8-4028-adce-5aeb01addc27/ENCFF439DTF.bam?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE3_hg19	archived			
ENCFF447ZJP	bam	bam		alignments	hg19	ENCSR517ZYR	Control_ChIP-seq	/human-donors/ENCDO451RUA/	UBERON:0001159	sigmoid_colon	tissue	Homo_sapiens											DNA						2016-05-18	ENCODE			450-650	1	1_1		101					/files/ENCFF807MUK/,_/files/ENCFF014WAY/,_/files/ENCFF206EQF/	3788222040	ENCODE_Processing_Pipeline	f6d89ddd3229b141bc706ac570567908		https://www.encodeproject.org/files/ENCFF447ZJP/@@download/ENCFF447ZJP.bam				released	s3://encode-public/2016/12/06/2dec79a0-c2ec-4815-9fe0-0538dfd29529/ENCFF447ZJP.bam	https://datasetencode.blob.core.windows.net/dataset/2016/12/06/2dec79a0-c2ec-4815-9fe0-0538dfd29529/ENCFF447ZJP.bam?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE3_hg19	archived			
ENCFF919MZB	bam	bam		unfiltered_alignments	GRCh38	ENCSR517ZYR	Control_ChIP-seq	/human-donors/ENCDO451RUA/	UBERON:0001159	sigmoid_colon	tissue	Homo_sapiens											DNA						2016-05-18	ENCODE			450-650	1	1_1		100					/files/ENCFF014WAY/,_/files/ENCFF206EQF/,_/files/ENCFF110MCL/	4541535305	ENCODE_Processing_Pipeline	b0ecc4dbdddebeb53b2d9c366cfb9c5f		https://www.encodeproject.org/files/ENCFF919MZB/@@download/ENCFF919MZB.bam				released	s3://encode-public/2020/06/13/d824d744-2bc0-4796-930a-ea05c4c70657/ENCFF919MZB.bam	https://datasetencode.blob.core.windows.net/dataset/2020/06/13/d824d744-2bc0-4796-930a-ea05c4c70657/ENCFF919MZB.bam?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4_v1.4.0_GRCh38	released			
ENCFF940SNX	bam	bam		alignments	GRCh38	ENCSR517ZYR	Control_ChIP-seq	/human-donors/ENCDO451RUA/	UBERON:0001159	sigmoid_colon	tissue	Homo_sapiens											DNA						2016-05-18	ENCODE			450-650	1	1_1		100					/files/ENCFF014WAY/,_/files/ENCFF206EQF/,_/files/ENCFF110MCL/	3727531158	ENCODE_Processing_Pipeline	3a5752630584d949c3ead1c1ef4dc188		https://www.encodeproject.org/files/ENCFF940SNX/@@download/ENCFF940SNX.bam				released	s3://encode-public/2020/06/13/7c2f9736-01e3-41be-ba9c-ed13777ce9a8/ENCFF940SNX.bam	https://datasetencode.blob.core.windows.net/dataset/2020/06/13/7c2f9736-01e3-41be-ba9c-ed13777ce9a8/ENCFF940SNX.bam?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4_v1.4.0_GRCh38	released			
ENCFF300ZLQ	bam	bam		unfiltered_alignments	hg19	ENCSR549WAU	TF_ChIP-seq	/human-donors/ENCDO451RUA/	UBERON:0000945	stomach	tissue	Homo_sapiens										CTCF-human	DNA						2016-07-11	ENCODE			450-650	1	1_1		101					/files/ENCFF658ZTF/,_/files/ENCFF807MUK/,_/files/ENCFF643OCA/	5563237040	ENCODE_Processing_Pipeline	0c61d3d957e9c0e3de3052914e75a08a		https://www.encodeproject.org/files/ENCFF300ZLQ/@@download/ENCFF300ZLQ.bam				released	s3://encode-public/2018/02/22/8da1ced5-8bb1-4bd9-803d-0371fea24c78/ENCFF300ZLQ.bam	https://datasetencode.blob.core.windows.net/dataset/2018/02/22/8da1ced5-8bb1-4bd9-803d-0371fea24c78/ENCFF300ZLQ.bam?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE3_hg19	archived	control_low_read_depth,_antibody_characterized_with_exemption		
ENCFF643OCA	fastq	fastq		reads		ENCSR549WAU	TF_ChIP-seq	/human-donors/ENCDO451RUA/	UBERON:0000945	stomach	tissue	Homo_sapiens										CTCF-human	DNA						2016-07-11	ENCODE			450-650	1	1_1	100		paired-ended	1	/files/ENCFF658ZTF/			2473856751	Michael_Snyder,_Stanford	9ccc7ca54a26d2a4246a5b69c9278f02	SRA:SRR6213721	https://www.encodeproject.org/files/ENCFF643OCA/@@download/ENCFF643OCA.fastq.gz		Illumina_HiSeq_2000	/files/ENCFF326ENE/	released	s3://encode-public/2016/04/24/21f17ab7-65d5-4086-bc0d-d858c51dab60/ENCFF643OCA.fastq.gz	https://datasetencode.blob.core.windows.net/dataset/2016/04/24/21f17ab7-65d5-4086-bc0d-d858c51dab60/ENCFF643OCA.fastq.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D			control_low_read_depth,_antibody_characterized_with_exemption		
ENCFF658ZTF	fastq	fastq		reads		ENCSR549WAU	TF_ChIP-seq	/human-donors/ENCDO451RUA/	UBERON:0000945	stomach	tissue	Homo_sapiens										CTCF-human	DNA						2016-07-11	ENCODE			450-650	1	1_1	100		paired-ended	2	/files/ENCFF643OCA/			2543665475	Michael_Snyder,_Stanford	31471401d432c61582640f1214dd078e	SRA:SRR6213721	https://www.encodeproject.org/files/ENCFF658ZTF/@@download/ENCFF658ZTF.fastq.gz		Illumina_HiSeq_2000	/files/ENCFF851KCU/	released	s3://encode-public/2016/04/24/31760028-6ddf-43e4-9ab9-2e48309a6f18/ENCFF658ZTF.fastq.gz	https://datasetencode.blob.core.windows.net/dataset/2016/04/24/31760028-6ddf-43e4-9ab9-2e48309a6f18/ENCFF658ZTF.fastq.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D			control_low_read_depth,_antibody_characterized_with_exemption		
ENCFF209DDU	bam	bam		alignments	hg19	ENCSR549WAU	TF_ChIP-seq	/human-donors/ENCDO451RUA/	UBERON:0000945	stomach	tissue	Homo_sapiens										CTCF-human	DNA						2016-07-11	ENCODE			450-650	1	1_1		101					/files/ENCFF658ZTF/,_/files/ENCFF807MUK/,_/files/ENCFF643OCA/	4669879713	ENCODE_Processing_Pipeline	714a13af426dd852ce0be00811504acb		https://www.encodeproject.org/files/ENCFF209DDU/@@download/ENCFF209DDU.bam				released	s3://encode-public/2016/05/16/5142517c-e3a0-474d-bb9f-5b8f3f50b392/ENCFF209DDU.bam	https://datasetencode.blob.core.windows.net/dataset/2016/05/16/5142517c-e3a0-474d-bb9f-5b8f3f50b392/ENCFF209DDU.bam?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE3_hg19	archived	control_low_read_depth,_antibody_characterized_with_exemption		
ENCFF981KMS	bam	bam		unfiltered_alignments	GRCh38	ENCSR549WAU	TF_ChIP-seq	/human-donors/ENCDO451RUA/	UBERON:0000945	stomach	tissue	Homo_sapiens										CTCF-human	DNA						2016-07-11	ENCODE			450-650	1	1_1		101					/files/ENCFF658ZTF/,_/files/ENCFF643CGH/,_/files/ENCFF643OCA/	5572497612	ENCODE_Processing_Pipeline	ada2fa0c23d29e741884313b01447664		https://www.encodeproject.org/files/ENCFF981KMS/@@download/ENCFF981KMS.bam				released	s3://encode-public/2016/11/23/f156d103-e543-438f-a045-1d01b3d35423/ENCFF981KMS.bam	https://datasetencode.blob.core.windows.net/dataset/2016/11/23/f156d103-e543-438f-a045-1d01b3d35423/ENCFF981KMS.bam?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE3_GRCh38	archived	control_low_read_depth,_antibody_characterized_with_exemption		
ENCFF374OTR	bam	bam		alignments	GRCh38	ENCSR549WAU	TF_ChIP-seq	/human-donors/ENCDO451RUA/	UBERON:0000945	stomach	tissue	Homo_sapiens										CTCF-human	DNA						2016-07-11	ENCODE			450-650	1	1_1		101					/files/ENCFF658ZTF/,_/files/ENCFF643CGH/,_/files/ENCFF643OCA/	4679640717	ENCODE_Processing_Pipeline	d7e8ab0247da694c40a5e6c494e2724e		https://www.encodeproject.org/files/ENCFF374OTR/@@download/ENCFF374OTR.bam				released	s3://encode-public/2016/11/23/a4916a90-4818-46c6-a48a-503b0fe8b80a/ENCFF374OTR.bam	https://datasetencode.blob.core.windows.net/dataset/2016/11/23/a4916a90-4818-46c6-a48a-503b0fe8b80a/ENCFF374OTR.bam?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE3_GRCh38	archived	control_low_read_depth,_antibody_characterized_with_exemption		
ENCFF145ENZ	bigWig	bigWig		fold_change_over_control	hg19	ENCSR549WAU	TF_ChIP-seq	/human-donors/ENCDO451RUA/	UBERON:0000945	stomach	tissue	Homo_sapiens										CTCF-human	DNA						2016-07-11	ENCODE			450-650	1	1_1							/files/ENCFF753TRQ/,_/files/ENCFF209DDU/	1006814865	ENCODE_Processing_Pipeline	c737402050490cf9c98244c5b3b47fac		https://www.encodeproject.org/files/ENCFF145ENZ/@@download/ENCFF145ENZ.bigWig				released	s3://encode-public/2017/08/11/57f176dc-a45c-43cb-b472-8f43521347db/ENCFF145ENZ.bigWig	https://datasetencode.blob.core.windows.net/dataset/2017/08/11/57f176dc-a45c-43cb-b472-8f43521347db/ENCFF145ENZ.bigWig?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE3_hg19	archived	control_low_read_depth,_antibody_characterized_with_exemption		
ENCFF740FSP	bigBed_narrowPeak	bigBed	narrowPeak	peaks_and_background_as_input_for_IDR	hg19	ENCSR549WAU	TF_ChIP-seq	/human-donors/ENCDO451RUA/	UBERON:0000945	stomach	tissue	Homo_sapiens										CTCF-human	DNA						2016-07-11	ENCODE			450-650	1	1_1							/files/ENCFF108QPP/	11430640	ENCODE_Processing_Pipeline	a9926edbe2d14bac7d3dfc5824161927		https://www.encodeproject.org/files/ENCFF740FSP/@@download/ENCFF740FSP.bigBed				released	s3://encode-public/2017/08/11/8b4c670c-dd08-4608-bee3-75719ff8f043/ENCFF740FSP.bigBed	https://datasetencode.blob.core.windows.net/dataset/2017/08/11/8b4c670c-dd08-4608-bee3-75719ff8f043/ENCFF740FSP.bigBed?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE3_hg19	archived	control_low_read_depth,_antibody_characterized_with_exemption		
ENCFF560VSK	bed_narrowPeak	bed	narrowPeak	pseudoreplicated_IDR_thresholded_peaks	hg19	ENCSR549WAU	TF_ChIP-seq	/human-donors/ENCDO451RUA/	UBERON:0000945	stomach	tissue	Homo_sapiens										CTCF-human	DNA						2016-07-11	ENCODE			450-650	1	1_1							/files/ENCFF001TDO/,_/files/ENCFF108QPP/	402112	ENCODE_Processing_Pipeline	7bd9d87f2254c348fb113f4f8fdba4c4		https://www.encodeproject.org/files/ENCFF560VSK/@@download/ENCFF560VSK.bed.gz				released	s3://encode-public/2017/08/11/56ecc110-45f0-4629-bc2c-1a16812f0212/ENCFF560VSK.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2017/08/11/56ecc110-45f0-4629-bc2c-1a16812f0212/ENCFF560VSK.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE3_hg19	archived	control_low_read_depth,_antibody_characterized_with_exemption		
ENCFF539GCT	bigBed_narrowPeak	bigBed	narrowPeak	pseudoreplicated_IDR_thresholded_peaks	hg19	ENCSR549WAU	TF_ChIP-seq	/human-donors/ENCDO451RUA/	UBERON:0000945	stomach	tissue	Homo_sapiens										CTCF-human	DNA						2016-07-11	ENCODE			450-650	1	1_1							/files/ENCFF560VSK/	732000	ENCODE_Processing_Pipeline	426451110943e63cca209b61b8dd48fe		https://www.encodeproject.org/files/ENCFF539GCT/@@download/ENCFF539GCT.bigBed				released	s3://encode-public/2017/08/11/3d7d8505-19e6-4869-8911-94ceed8ee483/ENCFF539GCT.bigBed	https://datasetencode.blob.core.windows.net/dataset/2017/08/11/3d7d8505-19e6-4869-8911-94ceed8ee483/ENCFF539GCT.bigBed?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE3_hg19	archived	control_low_read_depth,_antibody_characterized_with_exemption		
ENCFF108QPP	bed_narrowPeak	bed	narrowPeak	peaks_and_background_as_input_for_IDR	hg19	ENCSR549WAU	TF_ChIP-seq	/human-donors/ENCDO451RUA/	UBERON:0000945	stomach	tissue	Homo_sapiens										CTCF-human	DNA						2016-07-11	ENCODE			450-650	1	1_1							/files/ENCFF753TRQ/,_/files/ENCFF209DDU/	5531553	ENCODE_Processing_Pipeline	fef8b2498bbc711a8215c421eb56bea4		https://www.encodeproject.org/files/ENCFF108QPP/@@download/ENCFF108QPP.bed.gz				released	s3://encode-public/2017/08/11/6ef679fd-82f3-464e-9a4b-12935bdf5e62/ENCFF108QPP.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2017/08/11/6ef679fd-82f3-464e-9a4b-12935bdf5e62/ENCFF108QPP.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE3_hg19	archived	control_low_read_depth,_antibody_characterized_with_exemption		
ENCFF088QXS	bigWig	bigWig		signal_p-value	hg19	ENCSR549WAU	TF_ChIP-seq	/human-donors/ENCDO451RUA/	UBERON:0000945	stomach	tissue	Homo_sapiens										CTCF-human	DNA						2016-07-11	ENCODE			450-650	1	1_1							/files/ENCFF753TRQ/,_/files/ENCFF209DDU/	920282749	ENCODE_Processing_Pipeline	38ed6ffa0fc92829bd79828ab8837ebf		https://www.encodeproject.org/files/ENCFF088QXS/@@download/ENCFF088QXS.bigWig				released	s3://encode-public/2017/08/11/2ac73710-6669-4792-bfe5-1589fbe09575/ENCFF088QXS.bigWig	https://datasetencode.blob.core.windows.net/dataset/2017/08/11/2ac73710-6669-4792-bfe5-1589fbe09575/ENCFF088QXS.bigWig?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE3_hg19	archived	control_low_read_depth,_antibody_characterized_with_exemption		
ENCFF220VAH	bed_narrowPeak	bed	narrowPeak	pseudoreplicated_IDR_thresholded_peaks	GRCh38	ENCSR549WAU	TF_ChIP-seq	/human-donors/ENCDO451RUA/	UBERON:0000945	stomach	tissue	Homo_sapiens										CTCF-human	DNA						2016-07-11	ENCODE			450-650	1	1_1							/files/ENCFF828ASK/,_/files/ENCFF419RSJ/	407068	ENCODE_Processing_Pipeline	cee8675be16e200f520046bd27e12d98		https://www.encodeproject.org/files/ENCFF220VAH/@@download/ENCFF220VAH.bed.gz				released	s3://encode-public/2017/08/11/b11c8169-d10e-4a1e-a762-5d165250b744/ENCFF220VAH.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2017/08/11/b11c8169-d10e-4a1e-a762-5d165250b744/ENCFF220VAH.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE3_GRCh38	archived	control_low_read_depth,_antibody_characterized_with_exemption		
ENCFF828ASK	bed_narrowPeak	bed	narrowPeak	peaks_and_background_as_input_for_IDR	GRCh38	ENCSR549WAU	TF_ChIP-seq	/human-donors/ENCDO451RUA/	UBERON:0000945	stomach	tissue	Homo_sapiens										CTCF-human	DNA						2016-07-11	ENCODE			450-650	1	1_1							/files/ENCFF987UNO/,_/files/ENCFF374OTR/	5557994	ENCODE_Processing_Pipeline	7e162cfad5ea93c3d749d325d0f49a67		https://www.encodeproject.org/files/ENCFF828ASK/@@download/ENCFF828ASK.bed.gz				released	s3://encode-public/2017/08/11/731e2bf6-a34a-47e2-be09-05ab12287b1d/ENCFF828ASK.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2017/08/11/731e2bf6-a34a-47e2-be09-05ab12287b1d/ENCFF828ASK.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE3_GRCh38	archived	control_low_read_depth,_antibody_characterized_with_exemption		
ENCFF189ECF	bigBed_narrowPeak	bigBed	narrowPeak	peaks_and_background_as_input_for_IDR	GRCh38	ENCSR549WAU	TF_ChIP-seq	/human-donors/ENCDO451RUA/	UBERON:0000945	stomach	tissue	Homo_sapiens										CTCF-human	DNA						2016-07-11	ENCODE			450-650	1	1_1							/files/ENCFF828ASK/	11474265	ENCODE_Processing_Pipeline	6dc5905a289a7e536d678db069b16e04		https://www.encodeproject.org/files/ENCFF189ECF/@@download/ENCFF189ECF.bigBed				released	s3://encode-public/2017/08/11/b9c2f670-4e32-45a8-a729-50bf5e4db93a/ENCFF189ECF.bigBed	https://datasetencode.blob.core.windows.net/dataset/2017/08/11/b9c2f670-4e32-45a8-a729-50bf5e4db93a/ENCFF189ECF.bigBed?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE3_GRCh38	archived	control_low_read_depth,_antibody_characterized_with_exemption		
ENCFF362CBG	bigWig	bigWig		signal_p-value	GRCh38	ENCSR549WAU	TF_ChIP-seq	/human-donors/ENCDO451RUA/	UBERON:0000945	stomach	tissue	Homo_sapiens										CTCF-human	DNA						2016-07-11	ENCODE			450-650	1	1_1							/files/ENCFF987UNO/,_/files/ENCFF374OTR/	915918169	ENCODE_Processing_Pipeline	ad8c85a9999f63ab84801e9bc9230613		https://www.encodeproject.org/files/ENCFF362CBG/@@download/ENCFF362CBG.bigWig				released	s3://encode-public/2017/08/11/ee3e4dc4-0d7b-44b5-bd25-ce6c1a5d72fb/ENCFF362CBG.bigWig	https://datasetencode.blob.core.windows.net/dataset/2017/08/11/ee3e4dc4-0d7b-44b5-bd25-ce6c1a5d72fb/ENCFF362CBG.bigWig?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE3_GRCh38	archived	control_low_read_depth,_antibody_characterized_with_exemption		
ENCFF684OBP	bigWig	bigWig		fold_change_over_control	GRCh38	ENCSR549WAU	TF_ChIP-seq	/human-donors/ENCDO451RUA/	UBERON:0000945	stomach	tissue	Homo_sapiens										CTCF-human	DNA						2016-07-11	ENCODE			450-650	1	1_1							/files/ENCFF987UNO/,_/files/ENCFF374OTR/	993130619	ENCODE_Processing_Pipeline	b6e19ea3cb9170fad2388064183dd155		https://www.encodeproject.org/files/ENCFF684OBP/@@download/ENCFF684OBP.bigWig				released	s3://encode-public/2017/08/11/e9a62061-a409-486d-89bd-e4fedb5a492d/ENCFF684OBP.bigWig	https://datasetencode.blob.core.windows.net/dataset/2017/08/11/e9a62061-a409-486d-89bd-e4fedb5a492d/ENCFF684OBP.bigWig?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE3_GRCh38	archived	control_low_read_depth,_antibody_characterized_with_exemption		
ENCFF716PBW	bigBed_narrowPeak	bigBed	narrowPeak	pseudoreplicated_IDR_thresholded_peaks	GRCh38	ENCSR549WAU	TF_ChIP-seq	/human-donors/ENCDO451RUA/	UBERON:0000945	stomach	tissue	Homo_sapiens										CTCF-human	DNA						2016-07-11	ENCODE			450-650	1	1_1							/files/ENCFF220VAH/	742501	ENCODE_Processing_Pipeline	4e46a59b1919270ec5c82d0f459f0c78		https://www.encodeproject.org/files/ENCFF716PBW/@@download/ENCFF716PBW.bigBed				released	s3://encode-public/2017/08/11/0b0ee5cc-05e4-49f5-b34f-738955fc5a63/ENCFF716PBW.bigBed	https://datasetencode.blob.core.windows.net/dataset/2017/08/11/0b0ee5cc-05e4-49f5-b34f-738955fc5a63/ENCFF716PBW.bigBed?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE3_GRCh38	archived	control_low_read_depth,_antibody_characterized_with_exemption		
ENCFF409ADJ	bam	bam		alignments	GRCh38	ENCSR549WAU	TF_ChIP-seq	/human-donors/ENCDO451RUA/	UBERON:0000945	stomach	tissue	Homo_sapiens										CTCF-human	DNA						2016-07-11	ENCODE			450-650	1	1_1		100					/files/ENCFF110MCL/,_/files/ENCFF658ZTF/,_/files/ENCFF643OCA/	4620942766	ENCODE_Processing_Pipeline	7bdbeab05d4822177fd2e5376d81ee85		https://www.encodeproject.org/files/ENCFF409ADJ/@@download/ENCFF409ADJ.bam				released	s3://encode-public/2020/10/10/427a8db1-52e3-4402-acee-50dba2d417cc/ENCFF409ADJ.bam	https://datasetencode.blob.core.windows.net/dataset/2020/10/10/427a8db1-52e3-4402-acee-50dba2d417cc/ENCFF409ADJ.bam?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4_v1.5.1_GRCh38	released	control_low_read_depth,_antibody_characterized_with_exemption		
ENCFF166JQQ	bigWig	bigWig		fold_change_over_control	GRCh38	ENCSR549WAU	TF_ChIP-seq	/human-donors/ENCDO451RUA/	UBERON:0000945	stomach	tissue	Homo_sapiens										CTCF-human	DNA						2016-07-11	ENCODE			450-650	1	1_1							/files/ENCFF586WHQ/,_/files/ENCFF409ADJ/	1014155472	ENCODE_Processing_Pipeline	fd38271c9db42e45cbe5ce72a19adc54		https://www.encodeproject.org/files/ENCFF166JQQ/@@download/ENCFF166JQQ.bigWig				released	s3://encode-public/2020/10/10/6b1f5e10-eb60-436d-b1fa-c5eb49709b01/ENCFF166JQQ.bigWig	https://datasetencode.blob.core.windows.net/dataset/2020/10/10/6b1f5e10-eb60-436d-b1fa-c5eb49709b01/ENCFF166JQQ.bigWig?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4_v1.5.1_GRCh38	released	control_low_read_depth,_antibody_characterized_with_exemption		
ENCFF160JXN	bam	bam		unfiltered_alignments	GRCh38	ENCSR549WAU	TF_ChIP-seq	/human-donors/ENCDO451RUA/	UBERON:0000945	stomach	tissue	Homo_sapiens										CTCF-human	DNA						2016-07-11	ENCODE			450-650	1	1_1		100					/files/ENCFF110MCL/,_/files/ENCFF658ZTF/,_/files/ENCFF643OCA/	5540820598	ENCODE_Processing_Pipeline	f49bcb2e19f85effc511181f009b6a04		https://www.encodeproject.org/files/ENCFF160JXN/@@download/ENCFF160JXN.bam				released	s3://encode-public/2020/10/10/ee332530-2cf1-452d-8f0c-bd6db019e2ba/ENCFF160JXN.bam	https://datasetencode.blob.core.windows.net/dataset/2020/10/10/ee332530-2cf1-452d-8f0c-bd6db019e2ba/ENCFF160JXN.bam?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4_v1.5.1_GRCh38	released	control_low_read_depth,_antibody_characterized_with_exemption		
ENCFF352OPQ	bigWig	bigWig		signal_p-value	GRCh38	ENCSR549WAU	TF_ChIP-seq	/human-donors/ENCDO451RUA/	UBERON:0000945	stomach	tissue	Homo_sapiens										CTCF-human	DNA						2016-07-11	ENCODE			450-650	1	1_1							/files/ENCFF586WHQ/,_/files/ENCFF409ADJ/	1054457390	ENCODE_Processing_Pipeline	764fc9a7e00a1c58bf19651eab04aa01		https://www.encodeproject.org/files/ENCFF352OPQ/@@download/ENCFF352OPQ.bigWig				released	s3://encode-public/2020/10/10/98dc7e03-3787-4532-a798-5a6683276e91/ENCFF352OPQ.bigWig	https://datasetencode.blob.core.windows.net/dataset/2020/10/10/98dc7e03-3787-4532-a798-5a6683276e91/ENCFF352OPQ.bigWig?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4_v1.5.1_GRCh38	released	control_low_read_depth,_antibody_characterized_with_exemption		
